10000 50000
3118 3167 756
9725 1910 9
2968 2149 489
6803 4510 588
6545 209 132
6457 7686 595
2444 4757 352
1710 3874 748
191 4013 582
13 6814 524
1492 1375 440
6358 778 596
8664 4455 457
6723 3695 100
2712 6584 922
7329 4813 263
9386 9683 765
3897 1009 8
2127 3214 241
4292 3908 796
3279 5734 849
5550 2904 537
8136 8384 330
8871 8692 554
8870 2027 948
3532 4117 982
5641 3250 761
5637 971 799
6293 5688 297
3446 7679 270
8472 7550 517
4471 8079 598
3214 8626 32
5842 9379 729
8216 2205 222
850 4083 960
8273 2463 690
3769 2713 791
7318 3191 677
7598 3642 477
2370 779 740
7165 985 25
7044 5655 619
4841 2704 210
1515 3949 927
5178 5805 431
2021 883 926
7051 3078 277
1300 7547 494
1360 4023 498
9000 9978 257
715 1518 319
4834 7899 193
6032 374 764
2361 1519 299
435 5607 545
5453 1932 633
2645 1076 708
6582 2405 586
9136 4763 851
2661 8900 565
2262 5060 806
6511 1484 912
1277 1862 681
8584 2044 715
825 9289 3
5393 6859 773
880 9529 80
5884 8377 866
1658 409 389
7284 9695 79
8996 7647 280
5347 381 231
7853 691 95
5507 9428 895
2697 9982 210
7439 9757 541
1008 8990 170
1819 7041 206
8682 5410 484
9459 7204 794
4021 4692 963
8215 5161 695
8062 1622 946
6876 2200 935
3039 270 35
8346 5007 629
8177 3427 591
2335 8460 352
7179 1056 999
5581 6202 735
4612 6461 909
8612 8423 820
672 2759 842
6203 538 98
8195 2076 154
9442 7971 262
4346 4434 264
1547 6777 352
3541 5480 628
1916 9384 404
6004 478 173
2493 7766 879
8217 136 454
971 9082 159
7429 3382 357
7976 7822 997
4783 5387 379
4590 6464 516
4445 2666 37
7522 7852 657
3109 951 260
8079 7815 298
4720 9694 634
1185 1859 380
2900 6946 677
4983 3719 804
2962 9062 281
2417 8282 297
1675 3535 116
3444 1636 304
4804 79 662
1718 7511 402
4298 7787 996
8952 9944 416
3038 2273 322
5524 895 781
6993 5848 671
6773 7407 248
3486 916 775
5228 9182 630
9162 8920 692
2215 2516 17
2640 3391 214
7145 2 245
2101 1325 392
8018 666 821
1422 5352 339
8747 1453 115
2403 4048 447
7198 2558 35
1210 4248 199
6899 6283 720
4053 352 237
8303 2219 757
2009 1790 39
8064 8656 296
7622 4268 920
2505 8670 31
7683 7382 643
7720 8182 895
6102 3284 640
9635 9003 809
3370 1947 642
4506 230 705
4105 7276 242
1802 3680 136
1975 330 405
4803 9541 903
576 4578 378
7417 5033 138
7195 5384 865
8190 2321 902
2823 1954 232
3174 7636 456
2260 2710 960
3329 7485 121
3087 5703 668
6656 8134 328
7230 674 867
6389 7497 833
8844 3444 13
1735 3822 787
5277 7009 577
8374 9942 147
8065 2994 71
3740 2473 811
3545 7052 843
4971 696 355
7227 1020 955
8875 565 584
105 8328 948
2519 8957 487
1164 1529 403
5925 714 76
5363 8234 947
8800 2046 997
9162 8585 718
290 982 573
1123 586 699
5023 1939 257
4680 8403 674
677 281 978
4602 7797 229
3689 5468 465
6051 109 848
7265 209 905
5514 2761 149
1020 7629 531
9215 6493 724
2285 5398 216
2431 3964 362
5437 5851 665
3843 8943 317
6291 1640 962
9952 9453 234
9953 8308 2
66 6999 674
6622 9848 220
1622 6559 6
5066 1380 700
7004 9753 470
6837 4053 168
4156 6387 770
5732 6725 520
4933 3094 438
2562 9977 896
7913 9364 880
1584 6135 718
3813 6025 368
1927 3267 518
2378 3624 29
3984 7121 178
5104 3426 518
2787 6262 474
9475 4197 628
2019 8918 239
9590 7426 84
1968 5762 589
2376 6497 658
2546 5260 274
1358 8423 183
1696 8353 70
3703 3150 851
9164 8505 817
3583 2729 7
6729 7461 722
4025 7012 987
7534 3807 125
2272 1990 286
7181 4833 97
4249 3009 855
7478 5130 565
3153 2603 329
9678 8310 221
324 5742 133
3097 5016 452
1081 9843 799
8418 8143 717
5554 3539 650
5187 6697 76
1617 3492 776
930 7550 499
4196 4189 203
2910 2599 548
6017 23 128
6905 841 146
223 2862 422
1142 8455 608
634 9671 357
6378 2656 931
2776 3797 890
2588 2609 999
452 9422 765
1378 2112 129
3440 5007 652
7880 7404 194
9001 3179 371
6688 8333 731
4546 6510 868
2132 734 203
9730 6327 635
1505 4364 905
3003 6872 15
7302 7396 180
3857 9594 501
1232 3647 457
4585 7506 742
1005 4765 281
6111 6841 335
4829 1316 804
232 7805 760
2367 4492 903
2583 2770 470
5900 912 316
521 9489 708
2610 4989 557
8882 7306 743
3120 25 169
2660 6457 802
8825 9191 115
5588 1126 721
1833 7618 395
1504 7007 923
3713 2084 595
3032 7224 445
4747 3771 521
369 5785 453
2331 3821 324
9176 2716 641
1425 6903 155
7889 7234 588
1580 5257 702
8624 9875 938
914 4592 764
2402 9165 477
9442 7416 938
6516 8639 896
5873 7672 788
3940 9719 53
5433 1548 624
6591 655 382
7290 2050 76
5762 1452 315
7391 5768 726
3166 5228 315
3211 8801 738
6321 8124 249
9011 8315 711
3532 356 627
1216 2879 838
7244 9886 793
6037 1726 2
79 7799 873
1283 7441 646
538 2629 285
841 9660 563
4003 7232 689
2147 8569 191
8930 6114 775
7533 4514 503
709 9957 617
3972 5884 364
5920 2634 843
9900 2025 396
2435 8465 505
887 3653 147
4376 1448 66
6467 2688 158
4979 4465 532
9594 3595 165
9179 7349 201
3012 8349 105
4690 6589 69
994 2110 573
6135 2614 250
3256 565 3
7343 121 349
2551 1192 268
5893 8390 745
394 1241 56
2630 1293 68
9601 1074 804
1837 4133 18
8016 452 667
8945 4208 454
2689 8981 619
3949 6865 489
6781 2563 186
28 7419 520
8082 2034 970
7130 1635 738
7236 37 115
6648 4797 580
7904 6356 533
8758 8620 314
703 6484 606
243 9433 137
3833 596 109
9955 6896 438
7984 8962 90
9542 7992 599
627 222 508
6583 5059 75
2726 24 123
8176 4220 546
2525 6947 688
7217 9972 566
7236 7179 884
4465 4594 789
1386 4734 451
715 5511 101
5694 7071 721
8905 2667 378
4682 6571 64
1713 3493 398
3205 785 207
3474 8299 974
91 229 218
1297 4537 263
6691 1584 55
4444 3427 986
2287 7839 578
1459 4067 989
9466 9197 7
6488 556 144
7343 3926 39
3083 9729 825
7178 9795 963
1191 8852 891
1856 9221 130
3117 927 80
2337 8552 908
5252 1421 699
516 1961 705
1760 8907 706
3144 4373 464
2112 6323 223
6467 6759 163
2279 2749 630
2570 466 449
4173 5373 723
8794 7834 29
7132 4406 901
3431 2054 73
685 6840 893
1493 2242 276
1247 2808 988
9849 3630 646
1403 3136 819
8072 3705 852
5934 1237 14
854 459 305
5114 7935 623
3124 7176 87
4740 2908 849
2678 7361 261
6174 5674 102
8023 8106 225
3831 5729 951
5943 7758 413
24 7065 614
1220 9775 275
2477 7803 313
6607 9257 486
838 375 302
9652 4981 917
3039 7411 415
6256 8300 150
9931 2714 834
6028 8194 169
4769 9019 643
1234 8002 404
7018 7076 880
6097 7269 484
4209 4156 944
13 8772 98
4665 6603 973
296 5710 448
7758 228 141
6630 6449 167
5220 4133 548
1762 5835 663
3931 8415 902
4667 332 385
8271 2360 527
1415 2148 922
2741 3732 629
5137 2619 43
9169 8176 887
5153 2937 243
9730 7779 253
3197 8046 210
9854 384 945
5116 1723 726
5755 6797 824
9377 5437 86
1476 5598 522
6204 2121 807
2538 6020 434
872 8885 54
7896 874 301
1343 1581 151
7239 1860 637
3941 6692 220
2769 3903 626
693 2646 568
2032 769 478
1433 2754 90
9302 9020 2
2748 8279 170
3208 4450 344
6499 499 652
1092 1828 128
5135 336 70
6227 7213 769
5884 8684 287
7443 4084 51
4913 9612 162
334 2661 314
5538 9618 754
4314 6741 105
5557 827 445
4996 9505 970
260 8505 387
8320 1090 14
6433 8209 22
6383 8797 830
5199 6939 205
7093 4651 414
6117 3518 7
8939 7110 210
6456 7848 56
5104 3626 407
7782 7536 519
2417 7665 939
1210 6158 224
5946 3476 43
3294 9174 767
1715 2717 272
9874 6937 586
9723 2660 388
200 471 460
4196 7482 614
1144 6989 675
4404 1876 169
4408 995 454
939 1241 668
144 5937 851
4525 7533 337
2761 7335 936
8104 9125 183
9617 4030 489
736 6865 238
6603 9783 152
7637 5921 791
6341 1625 56
4198 1270 740
4988 9896 352
9664 6931 682
129 173 730
1297 1284 906
6949 2140 886
873 4449 407
2055 1549 116
3482 4226 656
6567 9282 728
7672 6138 550
8457 5353 209
1980 3005 778
7926 9357 771
929 7095 238
6032 591 506
2817 9290 796
8166 4787 381
4730 1875 567
990 9221 205
9755 9518 918
181 9962 169
5516 8265 642
5439 2692 157
7014 7563 786
6569 606 330
201 3100 581
9079 2551 970
8476 7469 405
3435 2342 259
9453 1740 156
231 7300 105
3561 676 299
7523 8360 494
8 3174 797
1728 4266 247
6913 3300 798
1268 9322 315
9067 7036 674
7373 3757 273
559 1899 576
4155 3099 122
5010 295 229
907 8718 663
1056 2050 190
3620 6834 75
2833 3465 271
9564 8702 242
6607 7719 680
1852 7414 958
690 6263 954
7964 5989 674
8194 6185 263
2526 2221 838
5662 213 641
4882 5886 900
9701 6068 55
7639 2857 715
9258 7876 988
4362 7365 147
9558 4287 901
7276 4943 559
7732 4138 184
1378 7300 270
849 8869 194
4942 7162 111
3070 48 422
3523 443 498
5981 9152 834
7724 929 670
6971 8032 571
1698 2878 808
6695 8443 486
1161 3413 934
6616 927 337
9751 1716 466
1501 5289 977
3791 2542 376
1613 8313 484
4173 5357 801
1950 2721 289
628 3750 494
5364 9820 288
2730 7107 674
2753 4589 268
362 8357 821
873 5943 369
2240 2629 785
2979 915 126
8668 7807 648
1475 7284 411
180 7216 133
2453 3714 896
2663 1323 650
3555 8914 212
6047 800 294
3333 8608 115
7847 6310 220
5307 615 174
6083 2646 924
9756 9650 398
5507 6728 63
4592 7525 409
9439 7497 386
2313 557 732
7899 6630 747
6547 444 601
4917 3602 193
1932 828 546
1328 3016 873
8012 5056 205
6987 7587 504
6998 7810 360
1860 1179 949
4984 9499 984
1921 3417 492
2911 3634 869
5922 9018 751
6134 9542 747
2561 210 828
5607 1469 705
9280 88 739
1533 1235 763
4445 1872 968
7618 7259 965
1908 8050 334
1792 1566 559
1157 4383 771
5582 4157 613
6532 2259 723
6117 6788 733
7639 5844 661
8711 721 746
1587 3784 343
7426 2531 949
2891 5303 676
3437 4742 681
1607 1142 497
6265 3492 814
3374 1890 350
4645 818 177
7967 3161 270
2726 4038 441
4718 1530 912
1038 770 651
3236 766 635
2119 1100 987
1976 9550 577
7364 1809 410
1983 4915 691
219 3721 375
9854 2254 893
874 5835 518
4331 781 19
7678 7418 483
9340 9358 620
6420 3252 92
635 59 451
2804 52 458
1516 2043 835
3299 4052 193
5455 8986 343
2309 9951 74
8999 1565 237
4229 3414 542
7314 1993 326
4761 4226 167
9470 4159 897
1693 3472 190
919 9022 9
1876 800 600
9753 7883 135
1151 5300 22
8756 2408 472
8547 2531 720
9199 729 431
3422 9815 716
446 5559 289
2279 8199 377
6999 8393 306
8489 9953 412
1863 7897 978
2929 3657 68
2174 8096 84
3204 854 623
4533 2950 104
3872 9601 612
8553 8720 217
516 676 669
548 2350 272
744 3725 892
3212 2411 630
2253 7262 685
5998 8611 989
2563 5871 78
1403 4057 875
7983 6663 626
744 4082 866
9677 9017 486
3409 9336 344
8766 722 441
6929 1557 458
9658 6408 182
8494 8373 141
3874 2201 409
9286 5790 421
3755 4734 715
7382 1672 549
6335 5739 130
8873 7821 158
81 451 297
8134 3860 516
6182 4027 497
2194 9875 218
7857 8686 395
1001 8943 352
9852 7638 562
8597 1642 731
5945 9328 557
8972 31 886
6937 6404 424
1126 2757 877
786 8865 294
4062 5991 918
1044 9794 178
6474 5236 391
2968 8094 688
364 6897 497
2557 6222 942
4319 3915 789
742 1938 546
2363 7980 856
4715 9204 107
429 9252 908
7765 4899 81
6 9479 191
8295 9033 74
2926 9474 32
422 4544 618
1337 4415 996
4793 6997 492
2524 6264 450
318 2522 955
5262 3654 442
1250 3413 698
2922 5594 453
4082 2304 835
4632 645 195
2602 7729 369
6628 2818 523
4371 1454 23
4526 9924 844
236 6891 333
7930 1941 778
9132 1447 311
3161 3463 466
6639 6392 480
2122 2184 396
7018 706 145
7361 1915 949
6982 1267 379
8254 2653 422
3084 3251 204
3572 4642 586
4122 367 884
837 1827 8
8987 1403 488
664 7275 735
5270 3964 393
1893 4157 718
6108 17 532
8258 7494 114
2179 9086 660
5104 3282 958
7956 7922 928
6998 967 243
3718 8777 223
7301 2629 762
7243 6006 85
2018 3689 419
9912 2481 171
2890 7190 456
9797 9684 82
2342 4981 307
8644 945 172
4296 8937 527
237 7145 808
3030 147 657
534 7769 264
648 1989 972
2851 8340 592
8146 6433 704
7810 7788 927
3308 1520 293
7319 1845 532
4932 4050 998
5475 4394 29
5567 5449 829
3526 9894 588
6652 2696 684
406 4747 382
6177 8903 633
4933 3369 546
456 5781 256
6406 6237 513
13 1553 825
4301 3476 856
695 2783 310
8361 6975 385
6364 4157 962
5702 7146 592
1695 1507 609
1995 6445 48
6879 9149 858
4743 2731 101
1052 3884 883
2378 8030 197
9640 71 877
2348 3021 329
5772 1539 348
2594 8908 920
1146 6404 744
6009 7244 702
7208 7097 1
9739 2435 524
6322 2875 739
7855 1840 49
1156 7267 564
4559 5742 748
7893 8271 491
4525 6589 932
1818 1095 877
8528 4253 697
1850 2839 664
9273 4816 195
9827 4324 623
9290 8650 491
346 9133 851
3599 1015 514
5208 9878 660
868 1677 206
4455 6186 836
7146 5538 717
2855 6635 196
206 8446 176
9483 5071 714
9136 9848 816
793 8031 876
8102 9963 1000
1154 39 852
7507 8604 937
8611 9471 779
1051 762 865
2409 860 151
3910 3138 515
5002 6045 938
2214 1440 208
1912 9143 527
124 8747 724
7611 1071 372
9990 2065 115
9085 2124 771
8696 9320 209
4283 5454 83
5371 6011 402
5530 3462 203
5297 429 768
1692 5579 420
7174 798 754
7825 1599 653
1972 1221 671
897 8516 5
6143 7213 48
1998 4787 672
7519 7927 804
4275 9017 622
5959 507 451
1285 549 823
7546 6374 797
3204 5384 749
1695 911 350
4877 3602 210
473 4814 73
3891 1488 198
5896 8553 308
7389 2774 521
4144 3357 134
6256 9204 73
1134 4457 197
8005 2811 466
7815 7776 276
2018 4109 53
8751 8061 384
9040 8057 332
8463 927 98
9206 8710 230
6960 363 738
1607 2795 379
4659 1514 465
954 3875 938
4770 3119 790
6632 974 502
8483 2548 534
8554 1522 985
3841 4727 214
9961 4400 263
3788 7985 412
9850 6005 173
6270 1692 793
7031 2087 410
4716 3724 673
5893 2158 431
5486 5698 421
4627 1120 217
5334 5035 464
1845 4236 396
3794 707 712
1502 6009 302
8945 5782 263
1667 757 664
1608 2424 113
8611 4736 562
1174 8293 874
4448 2437 249
2355 1626 141
117 1870 886
5354 3097 952
9411 7591 941
7463 5543 47
6091 9535 55
2809 7997 469
2102 3714 775
9623 327 807
648 5732 22
8531 6766 72
1548 7206 936
4531 1553 343
7087 2299 368
1179 3543 550
1365 2359 682
8220 9801 682
1159 3708 514
7262 8321 215
5204 2825 10
3786 8733 263
1994 5784 336
8898 6811 287
5056 7308 15
5937 9919 332
1555 9182 63
5184 6069 208
665 5914 589
5199 5237 686
5512 8606 865
8707 4899 598
2861 1216 678
8985 4926 760
6070 274 337
3841 5295 419
7531 2618 538
3031 4903 851
4460 1369 599
1753 5039 412
8582 4242 77
2109 334 573
7913 790 958
462 1721 621
3678 441 121
3532 9077 557
8201 5817 19
5939 4899 441
2955 4711 989
4489 3067 86
7806 3117 599
6440 2670 716
1754 8417 734
4588 9543 866
2955 3618 304
7301 7381 861
8460 9401 237
6348 7622 682
4054 9052 956
7141 5954 334
2493 3674 728
5449 6838 587
6573 8172 623
4404 8050 815
3105 1316 908
8586 6099 571
8649 1965 406
7500 7529 746
6629 7029 499
1800 9681 308
9347 9890 116
3453 4728 144
2356 6473 298
2667 5323 113
3395 5822 940
1723 269 348
3016 1588 197
9845 6571 79
4207 7893 984
3645 9275 526
3876 7101 318
588 2297 998
2499 7233 177
3683 7051 843
9359 8222 315
635 8 792
2958 3480 359
2167 914 563
2114 6617 255
187 3983 297
7965 7132 787
6504 7717 844
1284 1293 587
2350 1829 360
4666 5555 586
1587 6201 37
7845 2714 749
6701 7552 229
2695 2088 700
83 8655 478
6810 6161 233
5588 5167 220
87 6754 445
9195 7775 494
1576 1601 439
2874 6214 241
6222 6948 419
8242 6884 253
6371 7565 285
1685 1193 773
8249 4293 1000
9823 2520 460
8504 977 133
7630 8732 736
3232 2193 417
7829 592 90
8873 2552 625
5584 8201 847
6298 9823 480
8912 2970 680
9497 2470 877
9911 3442 737
8113 4150 486
6833 9718 536
984 9819 597
5111 4393 957
4279 170 244
1831 6434 529
400 8330 88
11 4894 646
1048 7771 947
2750 9769 294
6912 8071 308
2656 5609 794
402 3680 930
8525 2894 977
1208 5456 811
1602 5431 30
753 1200 496
6747 8276 937
6518 782 198
9253 2457 679
5087 6385 306
3794 8482 812
3568 5196 977
9558 7882 573
9387 3349 374
4055 197 785
7122 2743 231
7843 705 409
585 7170 608
1208 4341 950
2601 7878 686
808 872 121
7322 7281 564
1864 2556 42
4272 8556 189
9388 9371 738
4908 2569 124
2199 1059 771
6442 7421 124
9724 772 526
708 2589 996
2998 6351 939
1745 4606 524
8791 9301 645
1786 3524 420
2010 187 318
9646 4048 272
3322 1367 577
2741 8664 165
9678 7 64
3273 4669 147
6428 4994 709
7256 2834 646
4206 2400 206
6451 7716 939
7613 3997 342
5581 9732 689
3249 8849 322
9665 8387 94
2267 296 797
8433 8407 193
6520 7211 90
5147 8403 580
6533 952 291
7039 149 190
4437 3984 827
9797 600 884
7284 1186 703
2128 602 419
9085 8245 154
6764 4953 370
2647 1034 61
5602 3799 814
9569 3352 756
7620 8637 72
686 2429 31
9048 6440 962
1242 3919 232
2098 9720 988
5338 3917 1000
4866 2039 465
1347 5411 898
6885 9220 267
9075 5789 183
606 6208 501
6892 9212 873
1353 6675 955
4170 61 129
5054 5126 352
940 4542 994
798 5636 406
7392 9335 435
4075 6486 954
7798 6227 38
2134 1476 229
807 1562 878
3946 1132 346
5872 8458 955
4941 1768 202
8424 2150 492
9292 4947 360
4368 6928 591
4509 2232 114
1189 8568 3
3820 3409 186
2009 109 154
2354 4062 842
4256 9064 847
2004 8177 644
6068 3586 109
1658 527 440
7787 1713 213
9504 1539 628
3474 3905 765
7409 2682 157
9506 9712 829
1527 834 86
2546 8012 565
3131 383 201
4438 7792 584
3510 9765 781
1758 4114 860
1858 8898 751
2044 8069 227
9519 7192 811
7323 198 178
1986 241 922
7413 9318 307
8881 9516 442
8289 4818 553
4130 2738 287
575 9695 385
1368 4652 683
952 1900 906
3477 6272 724
589 3927 360
5912 2642 86
8340 966 373
9730 5800 648
4627 95 629
4854 4554 754
2898 75 557
6544 6399 420
6405 7660 150
3191 9364 703
7956 5448 132
5333 1559 346
9248 3989 15
6956 4945 122
9049 7593 251
8992 6258 933
921 3184 73
813 7558 208
3281 4950 341
7380 837 176
7652 9098 877
4548 1909 189
2864 2092 341
5479 1410 187
4040 7877 256
4077 9341 702
2289 6911 117
2220 4143 514
6258 838 606
2796 8830 325
8301 3184 674
4285 427 343
1688 3006 396
3823 9170 308
2924 811 788
7804 9794 699
8911 2601 857
4037 2520 621
6395 3972 937
7323 9135 728
9759 5093 469
4926 3092 857
255 546 757
8186 3378 986
6278 964 517
5445 1300 295
6378 3675 579
8496 1891 486
7258 5428 294
2058 9940 751
7723 2209 696
637 7910 587
8707 142 801
564 2084 15
3212 7341 344
2974 4639 631
136 4094 430
6998 5560 5
7574 1899 673
3874 408 652
4441 6018 715
9632 2193 260
8599 4965 151
972 3760 965
2621 6598 935
1961 1578 532
295 612 304
601 246 203
5134 4942 115
2075 3558 4
9479 19 753
2452 6247 780
6482 9924 153
5103 584 915
7084 5781 232
9462 2229 229
3323 3636 984
5017 1028 567
9995 8906 180
1860 9513 974
4385 757 662
5430 6484 420
1942 2669 779
6403 7595 422
607 4042 55
1205 302 953
950 8305 219
5486 6992 944
6284 9097 557
6499 644 351
1257 3020 147
4188 6979 934
3307 2491 985
5707 9516 667
590 2820 810
4394 1670 356
7125 8069 57
1661 1506 556
2399 4648 424
6416 5147 223
8837 1670 395
4798 7514 704
8863 5425 28
2738 1583 767
3573 2962 442
6576 6155 283
1492 8282 750
1396 7687 618
4024 9053 238
5314 856 633
9158 93 367
1651 3230 587
1607 8602 153
7113 1521 270
7433 5344 278
3728 5630 210
5200 8757 567
1728 906 404
4152 8735 677
9152 173 820
364 4447 389
6670 7978 556
5091 1291 531
2530 329 214
7488 2634 790
935 3943 223
1274 323 339
6064 2503 829
7303 8454 99
8421 8737 534
283 4976 21
3977 3513 825
3710 6922 97
1351 7069 256
2281 1558 467
6877 9167 658
8097 7589 368
3593 7794 259
1165 2953 335
7721 3120 627
4004 4919 512
3750 2041 158
1378 6510 972
21 89 758
5524 2667 767
7451 8593 318
3100 8099 946
2092 4309 711
1855 1832 441
9629 2145 39
7449 4849 182
9691 7758 804
4161 4279 703
7453 5698 861
1002 3808 346
7005 723 348
834 9478 148
3002 8684 114
1444 2442 409
7077 9242 776
2557 8590 955
1895 2272 505
3475 9732 262
1820 2616 695
3729 9953 261
3118 502 164
5726 1178 989
3149 7663 37
9949 392 450
2868 2712 723
9505 6314 378
911 152 654
8104 4059 143
1054 2511 309
2423 1587 202
9778 1778 70
1104 2625 760
6484 7692 859
5255 9342 367
781 1418 844
5316 7001 421
4020 2330 962
3728 9789 111
711 3499 216
8451 5930 297
4025 5619 88
5560 2675 551
7219 6680 818
9174 2871 785
2909 7009 259
146 1075 373
6417 9511 900
652 2519 11
9740 326 862
5070 7596 684
4450 6289 986
1014 2371 568
8634 3389 204
1750 5044 731
7723 5912 264
7394 6688 2
2504 2867 441
3479 4357 32
7709 4200 332
4844 1648 642
1265 9185 526
156 8453 321
6083 1857 349
8913 6883 412
2875 5259 381
2081 5257 28
9517 8532 459
614 2050 660
9020 9838 85
9671 860 592
940 5788 688
681 2702 997
8490 8774 952
4436 1611 99
8751 4975 798
9255 8854 999
7735 6094 314
7453 2276 798
8188 2806 147
2190 5784 441
8236 5868 116
1110 560 118
2338 3850 242
2436 3673 640
8677 2444 353
8394 5310 277
9118 4624 707
8760 3303 360
5836 1131 71
8534 225 120
5291 8934 381
7495 750 928
6201 119 218
9627 1628 970
9215 1294 961
4050 889 795
6058 9718 421
4708 876 410
2291 5482 866
6462 9883 412
7598 1413 521
213 5062 200
4227 425 164
2828 2173 649
7112 5410 514
9013 9345 846
8678 6178 394
2570 1978 797
9570 4876 208
7230 7334 701
6079 4335 611
2299 5433 215
591 9 131
6738 8391 765
2996 5644 239
8547 1242 438
7333 8904 394
4720 1054 426
6510 9152 117
2438 1332 650
7593 2361 84
3688 3767 227
642 1819 288
5777 6782 563
6525 1739 760
7979 8095 77
4575 8465 891
5513 6059 237
8551 5940 705
3367 9006 896
4600 5894 234
8019 6826 646
7731 1094 885
8546 9090 960
6771 7851 131
2468 6190 895
3083 4992 960
9781 685 943
5586 4648 172
9834 8523 290
9348 658 300
1595 1697 617
7201 5642 629
2778 4482 20
9708 8614 659
2810 9707 425
7137 8575 144
1884 9279 99
2003 5148 775
6354 1053 963
